Protein_ID (FAMeDB)	Protein name (as in reference)	Protein description	Protein names (Uniprot)	Acc.No.	locus tag (alternative e.g. not in uniprot)	InterPro	InterPro description	EC number (eggNOG)	Ortholog_Cluster_(similarity_of_domain_composition)	KEGG_ko_kofam	KEGG_ko_koala	Organism	Organism (ID)	Taxonomic lineage (Ids)	References (DOI ID)
A0A5B8NIM2	CMU	Chorismate mutase (EC 5.4.99.5) (EqCMU)	Chorismate mutase (EC 5.4.99.5) (EqCMU)	A0A5B8NIM2		IPR037039; IPR036263; IPR008238; IPR002701	Chorismate mutase, AroQ class superfamily, eukaryotic; Chorismate mutase type II superfamily; Chorismate mutase, AroQ class, eukaryotic type; Chorismate mutase II, prokaryotic-type	5.4.99.5	18	K01850	K01850	Erysiphe quercicola (Hevea powdery mildew)	425177	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147548, 5120, 34371, 5121	10.1038/s42003-022-03684-3
Q12640	Aro-2	Chorismate synthase aro-2 (EC 1.5.1.38) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Chorismate synthase aro-2 (EC 1.5.1.38) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	Q12640		IPR000453; IPR035904; IPR020541	Chorismate synthase; Chorismate synthase AroC superfamily; Chorismate synthase, conserved site	4.2.3.5	82	K01736	K01736	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1098/rsob.170199; 10.1128/mSystems.00230-20; 10.1038/s42003-022-03684-3
P80576	Aro-8	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	P80576		IPR002480; IPR013785	DAHP synthetase, class II; Aldolase-type TIM barrel	2.5.1.54	93	K01626	K01626	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1098/rsob.170199; 10.1128/mSystems.00230-20; 10.1038/s42003-022-03684-3
Q9P4D8	HARO7	Chorismate mutase (CM) (EC 5.4.99.5)	Chorismate mutase (CM) (EC 5.4.99.5)	Q9P4D8		IPR008238; IPR002701; IPR036263; IPR037039	Chorismate mutase, AroQ class, eukaryotic type; Chorismate mutase II, prokaryotic-type; Chorismate mutase type II superfamily; Chorismate mutase, AroQ class superfamily, eukaryotic	5.4.99.5	18	K01850	K01850	Ogataea angusta (Yeast) (Pichia angusta; Hansenula polymorpha)	870730	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 3243775, 1156497, 461281	10.1016/s0014-5793(00)01698-7
P08566	ARO1_Yeast	Pentafunctional AROM polypeptide	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	P08566		IPR046346; IPR006264; IPR001381; IPR030960; IPR013708; IPR031322; IPR036968; IPR027417; IPR000623; IPR008289; IPR010110; IPR013792; IPR016037; IPR023000; IPR023193; IPR056179; IPR018508; IPR013785; IPR036291; IPR006151; IPR041121; IPR001986	Aminoacid dehydrogenase-like, N-terminal domain superfamily; 3-phosphoshikimate 1-carboxyvinyltransferase; 3-dehydroquinate dehydratase type I; 3-dehydroquinate synthase, N-terminal domain; Shikimate dehydrogenase substrate binding, N-terminal; Shikimate kinase/gluconokinase; Enolpyruvate transferase domain superfamily; P-loop containing nucleoside triphosphate hydrolase; Shikimate kinase/Threonine synthase-like 1; Pentafunctional AroM protein; Shikimate dehydrogenase, AroM-type; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta; 3-dehydroquinate synthase AroB; Shikimate kinase, conserved site; 3-phosphoshikimate 1-carboxyvinyltransferase, conserved site; 3-dehydroquinate synthase, C-terminal domain; 3-dehydroquinate dehydratase, active site; Aldolase-type TIM barrel; NAD(P)-binding domain superfamily; Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase; SDH, C-terminal; Enolpyruvate transferase domain	1.1.1.25,2.5.1.19,2.7.1.71,4.2.1.10,4.2.3.4	35	K13830; K00800; K01735	K13830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	10.1080/21505594.2025.2563017
P28777	ARO2	Chorismate synthase ARO2 (EC 1.5.1.38) (EC 4.2.3.5)	Chorismate synthase ARO2 (EC 1.5.1.38) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase) (Aromatic amino acid requiring protein 2)	P28777		IPR020541; IPR000453; IPR035904	Chorismate synthase, conserved site; Chorismate synthase; Chorismate synthase AroC superfamily	4.2.3.5	82	K01736	K01736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	10.1016/j.fgb.2014.11.002
P14843	ARO3	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	P14843		IPR006219; IPR013785; IPR006218	DAHP synthase, class 1; Aldolase-type TIM barrel; DAHP synthetase I/KDSA	2.5.1.54	51	K01626	K01626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	10.1002/cbic.201800387
P32449	ARO4	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	P32449		IPR006219; IPR006218; IPR013785	DAHP synthase, class 1; DAHP synthetase I/KDSA; Aldolase-type TIM barrel	2.5.1.54	51	K01626	K01626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	10.1093/femsyr/fov006
P32178	ARO7_Yeast	Chorismate mutase (EC 5.4.99.5)	Chorismate mutase (CM) (EC 5.4.99.5)	P32178		IPR037039; IPR002701; IPR008238; IPR036263	Chorismate mutase, AroQ class superfamily, eukaryotic; Chorismate mutase II, prokaryotic-type; Chorismate mutase, AroQ class, eukaryotic type; Chorismate mutase type II superfamily	5.4.99.5	18	K01850	K01850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 4891, 4892, 4893, 4930, 4932	10.1093/femsyr/fov006
Q9P7R0	Aro1	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	Q9P7R0		IPR001986; IPR056179; IPR023193; IPR027417; IPR006264; IPR013708; IPR031322; IPR008289; IPR013785; IPR041121; IPR001381; IPR030960; IPR036291; IPR036968; IPR046346; IPR000623; IPR013792; IPR010110; IPR016037	Enolpyruvate transferase domain; 3-dehydroquinate synthase, C-terminal domain; 3-phosphoshikimate 1-carboxyvinyltransferase, conserved site; P-loop containing nucleoside triphosphate hydrolase; 3-phosphoshikimate 1-carboxyvinyltransferase; Shikimate dehydrogenase substrate binding, N-terminal; Shikimate kinase/gluconokinase; Pentafunctional AroM protein; Aldolase-type TIM barrel; SDH, C-terminal; 3-dehydroquinate dehydratase type I; 3-dehydroquinate synthase, N-terminal domain; NAD(P)-binding domain superfamily; Enolpyruvate transferase domain superfamily; Aminoacid dehydrogenase-like, N-terminal domain superfamily; Shikimate kinase/Threonine synthase-like 1; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta; Shikimate dehydrogenase, AroM-type; 3-dehydroquinate synthase AroB	1.1.1.25,2.5.1.19,2.7.1.71,4.2.1.10,4.2.3.4	35	K13830; K00800; K01735	K13830	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812	131567, 2759, 33154, 4751, 451864, 4890, 451866, 147554, 34346, 4894, 4895, 4896	10.1006/prep.1994.1073; 10.1128/jb.174.22.7112-7120.1992; 10.1021/bi010962y; 10.1515/znc-2007-1-215; 10.1111/j.1432-1033.1973.tb02851.x; 10.1016/0014-5793(88)80988-8; 10.1016/s0969-2126(98)00062-8
A0A0S0FTT9	ARO7_Tripa	Chorismate mutase (CM) (EC 5.4.99.5) (TpARO7)	Chorismate mutase (CM) (EC 5.4.99.5) (TpARO7)	A0A0S0FTT9		IPR036263; IPR008238; IPR037039; IPR002701	Chorismate mutase type II superfamily; Chorismate mutase, AroQ class, eukaryotic type; Chorismate mutase, AroQ class superfamily, eukaryotic; Chorismate mutase II, prokaryotic-type	5.4.99.5	18	K01850	K01850	Trichoderma parareesei (Filamentous fungus)	858221	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5125, 5129, 5543	10.1016/s0378-1119(97)00032-2
A0A2I2F272	AcdA	Indoleamine 2,3-dioxygenase acdA (IDO acdA) (EC 1.13.11.52) (Aspcandine biosynthesis gene cluster protein A)	Indoleamine 2,3-dioxygenase acdA (IDO acdA) (EC 1.13.11.52) (Aspcandine biosynthesis gene cluster protein A)	A0A2I2F272		IPR000898; IPR037217	Indoleamine 2,3-dioxygenase; Tryptophan/Indoleamine 2,3-dioxygenase-like	1.13.11.52	23	K00463	K00463	Aspergillus candidus	41067	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	10.1111/j.1574-6968.1994.tb06766.x
A0A2I2F284	AcdD	Kynurenine 3-monooxygenase acdD (EC 1.14.13.9) (Aspcandine biosynthesis gene cluster protein D) (Kynurenine 3-hydroxylase acdD)	Kynurenine 3-monooxygenase acdD (EC 1.14.13.9) (Aspcandine biosynthesis gene cluster protein D) (Kynurenine 3-hydroxylase acdD)	A0A2I2F284		IPR036188; IPR002938; IPR027545	FAD/NAD(P)-binding domain superfamily; FAD-binding domain; Kynurenine 3-monooxygenase	1.14.13.9	24	K00486	K00486	Aspergillus candidus	41067	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	10.1074/jbc.274.21.14545
A0A6G9KIF9	NanC	Indoleamine 2,3-dioxygenase nanC (IDO nanC) (EC 1.13.11.52) (Nanangelenin A biosynthesis cluster protein C)	Indoleamine 2,3-dioxygenase nanC (IDO nanC) (EC 1.13.11.52) (Nanangelenin A biosynthesis cluster protein C)	A0A6G9KIF9		IPR000898; IPR037217	Indoleamine 2,3-dioxygenase; Tryptophan/Indoleamine 2,3-dioxygenase-like	1.13.11.52	23	K00463	K00463	Aspergillus nanangensis	2582783	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871	10.1128/ec.00226-06
Q5BGU9	IvoB	N-acetyl-6-hydroxytryptophan oxidase ivoB (AHTase ivoB) (EC 1.14.-.-) (Ivory mutation-related protein B) (Monophenol oxidase)	N-acetyl-6-hydroxytryptophan oxidase ivoB (AHTase ivoB) (EC 1.14.-.-) (Ivory mutation-related protein B) (Monophenol oxidase)	Q5BGU9		IPR002227; IPR008922; IPR050316	Tyrosinase copper-binding domain; Di-copper centre-containing domain superfamily; Tyrosinase and Hemocyanin	1.14.18.1	26	K00505	K00505	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1016/bs.ampbs.2019.07.003
Q5AZP9	TrpB	Tryptophan synthase (EC 4.2.1.20)	Tryptophan synthase (EC 4.2.1.20)	Q5AZP9	AN6231	IPR002028; IPR006653; IPR011060; IPR006654; IPR013785; IPR036052; IPR023026; IPR001926; IPR018204	Tryptophan synthase, alpha chain; Tryptophan synthase, beta chain, conserved site; Ribulose-phosphate binding barrel; Tryptophan synthase, beta chain; Aldolase-type TIM barrel; Tryptophan synthase beta chain-like, PALP domain superfamily; Tryptophan synthase beta chain/beta chain-like; Tryptophan synthase beta chain-like, PALP domain; Tryptophan synthase, alpha chain, active site	4.2.1.20	67	K01694; K01696; K01695	K01694	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1016/s0021-9258(19)38280-8; 10.1002/j.1460-2075.1994.tb06923.x; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1002/yea.320100006; 10.1038/nature02046
P06531	TrpC	Multifunctional tryptophan biosynthesis protein	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	P06531	AN0648	IPR029062; IPR013785; IPR011060; IPR001240; IPR013798; IPR050472; IPR006221; IPR017926; IPR001468; IPR016302	Class I glutamine amidotransferase-like; Aldolase-type TIM barrel; Ribulose-phosphate binding barrel; N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain; Indole-3-glycerol phosphate synthase domain; Anthranilate Synthase/Amidotransferase; Anthranilate synthase/para-aminobenzoate synthase like domain; Glutamine amidotransferase; Indole-3-glycerol phosphate synthase, conserved site; Anthranilate synthase component 2	4.1.1.48,4.1.3.27,5.3.1.24	66	K13501; K01609; K01658	K13501	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	10.1016/s0021-9258(19)50638-x; 10.1038/387s093; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1021/pr050477f; 10.1016/j.bbalip.2013.12.017
Q0CG33	TpzB	Indoleamine 2,3-dioxygenase tpzB (IDO tpzB) (EC 1.13.11.52) (Terreazepine biosynthesis cluster protein B)	Indoleamine 2,3-dioxygenase tpzB (IDO tpzB) (EC 1.13.11.52) (Terreazepine biosynthesis cluster protein B)	Q0CG33		IPR000898; IPR037217	Indoleamine 2,3-dioxygenase; Tryptophan/Indoleamine 2,3-dioxygenase-like	1.13.11.52	23	K00463	K00463	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 33178	10.1016/s0021-9258(18)55349-7; 10.1002/yea.320111108; 10.1038/387s098; 10.1534/g3.113.008995; 10.1074/jbc.274.31.21665; 10.1038/nature01644; 10.1038/nature02026; 10.1038/nature02046; 10.1073/pnas.2135385100; 10.1074/jbc.m501315200; 10.1016/j.bbalip.2013.12.017
Q7S332	Kyn-1	Kynureninase 1 (EC 3.7.1.3)	Kynureninase 1 (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5-1) (L-kynurenine hydrolase 1)	Q7S332		IPR015422; IPR010111; IPR015424; IPR015421	Pyridoxal phosphate-dependent transferase, small domain; Kynureninase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major domain	3.7.1.3	97	K01556	K01556	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1534/g3.113.008995; 10.1006/abbi.2001.2448; 10.1038/nature02026; 10.1074/jbc.m411527200; 10.1074/jbc.m501315200; 10.1074/jbc.m513267200; 10.1016/j.abb.2007.02.016; 10.1016/j.bbalip.2008.10.006
Q7RXY2	Kyn-2	Kynureninase 2 (EC 3.7.1.3)	Kynureninase 2 (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5-2) (L-kynurenine hydrolase 2)	Q7RXY2		IPR010111; IPR015422; IPR000192; IPR015424; IPR015421	Kynureninase; Pyridoxal phosphate-dependent transferase, small domain; Aminotransferase class V domain; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major domain	3.7.1.3	97	K01556	K01556	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1038/387s090; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1074/jbc.272.14.9175; 10.1074/jbc.272.14.9182; 10.1038/nature02026; 10.1038/nature02046; 10.1074/jbc.m313712200; 10.1016/j.bbalip.2013.12.017; 10.1107/s1399004714011559
Q7S3C9	Nic-3	Kynurenine 3-monooxygenase (EC 1.14.13.9)	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase) (Nicotinic acid-requiring protein 3)	Q7S3C9		IPR002938; IPR036188; IPR027545	FAD-binding domain; FAD/NAD(P)-binding domain superfamily; Kynurenine 3-monooxygenase	1.14.13.9	24	K00486	K00486	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1074/jbc.m303234200; 10.1002/(sici)1097-0061(19970330)13:4<369::aid-yea81>3.0.co;2-v; 10.1038/387s081; 10.1534/g3.113.008995; 10.1073/pnas.2135385100; 10.1038/nature02046; 10.1016/j.abb.2007.02.016; 10.1016/j.chembiol.2011.07.008; 10.1016/j.bbalip.2013.12.017; 10.1074/jbc.m115.675744; 10.1371/journal.pcbi.1004690
P00908	Trp-1	Multifunctional tryptophan biosynthesis protein	Multifunctional tryptophan biosynthesis protein [Includes: Anthranilate synthase component 2 (AS) (EC 4.1.3.27) (Anthranilate synthase, glutamine amidotransferase component); Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	P00908		IPR029062; IPR016302; IPR001240; IPR013785; IPR013798; IPR050472; IPR001468; IPR011060; IPR006221; IPR017926	Class I glutamine amidotransferase-like; Anthranilate synthase component 2; N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain; Aldolase-type TIM barrel; Indole-3-glycerol phosphate synthase domain; Anthranilate Synthase/Amidotransferase; Indole-3-glycerol phosphate synthase, conserved site; Ribulose-phosphate binding barrel; Anthranilate synthase/para-aminobenzoate synthase like domain; Glutamine amidotransferase	4.1.1.48,4.1.3.27,5.3.1.24	66	K13501; K01609; K01658	K13501	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1002/j.1460-2075.1995.tb00302.x; 10.1074/jbc.271.6.2995; 10.1002/(sici)1097-0061(19960315)12:3%3c281::aid-yea904%3e3.0.co;2-o; 10.1002/(sici)1097-0061(19970615)13:7<655::aid-yea120>3.0.co;2-i; 10.1038/387s098; 10.1534/g3.113.008995; 10.1074/jbc.273.6.3351; 10.1038/nature01644; 10.1073/pnas.2135385100; 10.1074/jbc.m513267200; 10.1016/j.abb.2007.02.016; 10.1007/s00018-008-8547-7; 10.1074/jbc.m113.474494; 10.1016/j.bbalip.2013.12.017
P13228	Trp-3	Tryptophan synthase	Tryptophan synthase (EC 4.2.1.20)	P13228	NCU08409	IPR002028; IPR036052; IPR023026; IPR006653; IPR013785; IPR011060; IPR001926; IPR006654; IPR018204	Tryptophan synthase, alpha chain; Tryptophan synthase beta chain-like, PALP domain superfamily; Tryptophan synthase beta chain/beta chain-like; Tryptophan synthase, beta chain, conserved site; Aldolase-type TIM barrel; Ribulose-phosphate binding barrel; Tryptophan synthase beta chain-like, PALP domain; Tryptophan synthase, beta chain; Tryptophan synthase, alpha chain, active site	4.2.1.20	67	K01694; K01696; K01695	K01694	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1002/j.1460-2075.1991.tb07732.x; 10.1038/387s081; 10.1534/g3.113.008995; 10.1111/j.1432-1033.1997.t01-1-00103.x; 10.1016/s0098-2997(97)00004-6; 10.1016/s1388-1981(00)00019-6; 10.1074/jbc.m100952200; 10.1038/nature02046; 10.1016/j.bbrc.2004.03.096; 10.1111/j.1567-1364.2008.00436.x; 10.1007/s00018-008-8547-7; 10.1016/j.bbalip.2011.01.009; 10.1016/j.molcel.2014.11.002; 10.1016/j.molcel.2016.06.030
P0DUR8	QulI	Indoleamine 2,3-dioxygenase qulI (IDO qulI) (EC 1.13.11.52) (Quinolactacin A2 biosynthesis cluster protein I)	Indoleamine 2,3-dioxygenase qulI (IDO qulI) (EC 1.13.11.52) (Quinolactacin A2 biosynthesis cluster protein I)	P0DUR8		IPR000898; IPR037217	Indoleamine 2,3-dioxygenase; Tryptophan/Indoleamine 2,3-dioxygenase-like	1.13.11.52	23	K00463	K00463	Penicillium citrinum	5077	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5073	10.1038/387s087; 10.1534/g3.113.008995; 10.1038/nature02026; 10.1038/nature02046; 10.1073/pnas.2135385100; 10.1074/jbc.m503277200; 10.1073/pnas.1413128111
